1774.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	__
49.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	s__Acetatifactor_muris
1013.0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	__
1650.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	__	__
305.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	__	__
115.0	Bacteria	Firmicutes	Clostridia	__	__	__	__
4629.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	__	__
63.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae_Sedis	__
2936.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	s__Muribaculum_intestinale
652.0	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	s__uncultured_Escherichia
427.0	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	__
134.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	__	__
17.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	s__uncultured_Clostridiales
1055.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	__
114.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	s__uncultured_bacterium
94.0	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	__
322.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	s__uncultured_Clostridiales
0.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium]_siraeum_group	s__gut_metagenome
69.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	s__Alistipes_finegoldii
55.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	__	__	__
694.0	Bacteria	Firmicutes	Clostridia	Clostridia_UCG-014	Clostridia_UCG-014	Clostridia_UCG-014	s__uncultured_Lactococcus
675.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae	s__uncultured_bacterium
0.0	Bacteria	Firmicutes	Bacilli	RF39	RF39	RF39	__
0.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	__
11.0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus_Arthromitus	s__Candidatus_Arthromitus
735.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_UCG-006	s__Clostridium_sp.
0.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	__
40.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	__
681.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	s__bacterium_FB2012
57.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	__
59.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NK4A136_group	s__Clostridiales_bacterium
353.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	__
419.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	uncultured	s__Clostridiales_bacterium
111.0	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae_R-7_group	s__bacterium_YE57
